
--- Run started 2026-01-31 21:11:15 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 11452, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 5263, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 4152, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 4878, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 8310, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 2674, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 9445, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 5108, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 5733, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 6059, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 1133, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 11295, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 7145, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 12259, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 7579, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 9691, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 5329, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 7242, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 6195, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 11157, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 8019, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: -293, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 203, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 7741, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 6180, Epsilon: 0.0100, Buffer: 100000
Episode 26000/500000, Total Reward: 1966, Epsilon: 0.0100, Buffer: 100000
Episode 27000/500000, Total Reward: 7225, Epsilon: 0.0100, Buffer: 100000
Episode 28000/500000, Total Reward: 7826, Epsilon: 0.0100, Buffer: 100000
Episode 29000/500000, Total Reward: 12775, Epsilon: 0.0100, Buffer: 100000
Episode 30000/500000, Total Reward: 11366, Epsilon: 0.0100, Buffer: 100000
Episode 31000/500000, Total Reward: 8411, Epsilon: 0.0100, Buffer: 100000
Episode 32000/500000, Total Reward: 10469, Epsilon: 0.0100, Buffer: 100000
Episode 33000/500000, Total Reward: 8058, Epsilon: 0.0100, Buffer: 100000
Episode 34000/500000, Total Reward: 12312, Epsilon: 0.0100, Buffer: 100000
Episode 35000/500000, Total Reward: 11803, Epsilon: 0.0100, Buffer: 100000
Episode 36000/500000, Total Reward: 6495, Epsilon: 0.0100, Buffer: 100000
Episode 37000/500000, Total Reward: 5421, Epsilon: 0.0100, Buffer: 100000
Episode 38000/500000, Total Reward: 5130, Epsilon: 0.0100, Buffer: 100000
Episode 39000/500000, Total Reward: 6656, Epsilon: 0.0100, Buffer: 100000
Episode 40000/500000, Total Reward: 7372, Epsilon: 0.0100, Buffer: 100000
Episode 41000/500000, Total Reward: 8885, Epsilon: 0.0100, Buffer: 100000
Episode 42000/500000, Total Reward: 8078, Epsilon: 0.0100, Buffer: 100000
Episode 43000/500000, Total Reward: 4030, Epsilon: 0.0100, Buffer: 100000
Episode 44000/500000, Total Reward: 4238, Epsilon: 0.0100, Buffer: 100000
Episode 45000/500000, Total Reward: 6866, Epsilon: 0.0100, Buffer: 100000
Episode 46000/500000, Total Reward: 3783, Epsilon: 0.0100, Buffer: 100000
Episode 47000/500000, Total Reward: 12472, Epsilon: 0.0100, Buffer: 100000
Episode 48000/500000, Total Reward: 5239, Epsilon: 0.0100, Buffer: 100000
Episode 49000/500000, Total Reward: 2640, Epsilon: 0.0100, Buffer: 100000
Episode 50000/500000, Total Reward: 4140, Epsilon: 0.0100, Buffer: 100000
Episode 51000/500000, Total Reward: 7635, Epsilon: 0.0100, Buffer: 100000
Episode 52000/500000, Total Reward: 7896, Epsilon: 0.0100, Buffer: 100000
Episode 53000/500000, Total Reward: 7175, Epsilon: 0.0100, Buffer: 100000
Episode 54000/500000, Total Reward: 13762, Epsilon: 0.0100, Buffer: 100000
Episode 55000/500000, Total Reward: 8076, Epsilon: 0.0100, Buffer: 100000
Episode 56000/500000, Total Reward: 6802, Epsilon: 0.0100, Buffer: 100000
Episode 57000/500000, Total Reward: 8097, Epsilon: 0.0100, Buffer: 100000
Episode 58000/500000, Total Reward: 8282, Epsilon: 0.0100, Buffer: 100000
Episode 59000/500000, Total Reward: 6906, Epsilon: 0.0100, Buffer: 100000
Episode 60000/500000, Total Reward: 9567, Epsilon: 0.0100, Buffer: 100000
Episode 61000/500000, Total Reward: 8225, Epsilon: 0.0100, Buffer: 100000
Episode 62000/500000, Total Reward: 6623, Epsilon: 0.0100, Buffer: 100000
Episode 63000/500000, Total Reward: 8811, Epsilon: 0.0100, Buffer: 100000
Episode 64000/500000, Total Reward: 9632, Epsilon: 0.0100, Buffer: 100000
Episode 65000/500000, Total Reward: 4327, Epsilon: 0.0100, Buffer: 100000
Episode 66000/500000, Total Reward: 2611, Epsilon: 0.0100, Buffer: 100000
Episode 67000/500000, Total Reward: 8536, Epsilon: 0.0100, Buffer: 100000
Episode 68000/500000, Total Reward: 8968, Epsilon: 0.0100, Buffer: 100000
Episode 69000/500000, Total Reward: 6310, Epsilon: 0.0100, Buffer: 100000
Episode 70000/500000, Total Reward: 6867, Epsilon: 0.0100, Buffer: 100000
Episode 71000/500000, Total Reward: 6974, Epsilon: 0.0100, Buffer: 100000
Episode 72000/500000, Total Reward: 12729, Epsilon: 0.0100, Buffer: 100000
Episode 73000/500000, Total Reward: 1156, Epsilon: 0.0100, Buffer: 100000
Episode 74000/500000, Total Reward: 3262, Epsilon: 0.0100, Buffer: 100000
Episode 75000/500000, Total Reward: 4178, Epsilon: 0.0100, Buffer: 100000
Episode 76000/500000, Total Reward: 12541, Epsilon: 0.0100, Buffer: 100000
Episode 77000/500000, Total Reward: 5625, Epsilon: 0.0100, Buffer: 100000
Episode 78000/500000, Total Reward: 9774, Epsilon: 0.0100, Buffer: 100000
Episode 79000/500000, Total Reward: 8034, Epsilon: 0.0100, Buffer: 100000
Episode 80000/500000, Total Reward: 8816, Epsilon: 0.0100, Buffer: 100000
Episode 81000/500000, Total Reward: 11679, Epsilon: 0.0100, Buffer: 100000
Episode 82000/500000, Total Reward: 1708, Epsilon: 0.0100, Buffer: 100000
Episode 83000/500000, Total Reward: 6015, Epsilon: 0.0100, Buffer: 100000
Episode 84000/500000, Total Reward: 8588, Epsilon: 0.0100, Buffer: 100000
Episode 85000/500000, Total Reward: 7528, Epsilon: 0.0100, Buffer: 100000
Episode 86000/500000, Total Reward: 7148, Epsilon: 0.0100, Buffer: 100000
Episode 87000/500000, Total Reward: 8352, Epsilon: 0.0100, Buffer: 100000
Episode 88000/500000, Total Reward: 29, Epsilon: 0.0100, Buffer: 100000
Episode 89000/500000, Total Reward: 2863, Epsilon: 0.0100, Buffer: 100000
Episode 90000/500000, Total Reward: 3931, Epsilon: 0.0100, Buffer: 100000
Episode 91000/500000, Total Reward: 5030, Epsilon: 0.0100, Buffer: 100000
Episode 92000/500000, Total Reward: 6125, Epsilon: 0.0100, Buffer: 100000
Episode 93000/500000, Total Reward: 9596, Epsilon: 0.0100, Buffer: 100000
Episode 94000/500000, Total Reward: 8627, Epsilon: 0.0100, Buffer: 100000
Episode 95000/500000, Total Reward: 10152, Epsilon: 0.0100, Buffer: 100000
Episode 96000/500000, Total Reward: 11593, Epsilon: 0.0100, Buffer: 100000
Episode 97000/500000, Total Reward: 3922, Epsilon: 0.0100, Buffer: 100000
Episode 98000/500000, Total Reward: 6631, Epsilon: 0.0100, Buffer: 100000
Episode 99000/500000, Total Reward: 6305, Epsilon: 0.0100, Buffer: 100000
Episode 100000/500000, Total Reward: 7604, Epsilon: 0.0100, Buffer: 100000
Episode 101000/500000, Total Reward: 7382, Epsilon: 0.0100, Buffer: 100000
Episode 102000/500000, Total Reward: 6445, Epsilon: 0.0100, Buffer: 100000
Episode 103000/500000, Total Reward: 5485, Epsilon: 0.0100, Buffer: 100000
Episode 104000/500000, Total Reward: 3170, Epsilon: 0.0100, Buffer: 100000
Episode 105000/500000, Total Reward: 4159, Epsilon: 0.0100, Buffer: 100000
Episode 106000/500000, Total Reward: 9350, Epsilon: 0.0100, Buffer: 100000
Episode 107000/500000, Total Reward: 7332, Epsilon: 0.0100, Buffer: 100000
Episode 108000/500000, Total Reward: 11303, Epsilon: 0.0100, Buffer: 100000
Episode 109000/500000, Total Reward: 6798, Epsilon: 0.0100, Buffer: 100000
Episode 110000/500000, Total Reward: 9535, Epsilon: 0.0100, Buffer: 100000
Episode 111000/500000, Total Reward: 6623, Epsilon: 0.0100, Buffer: 100000
Episode 112000/500000, Total Reward: 2770, Epsilon: 0.0100, Buffer: 100000
Episode 113000/500000, Total Reward: 6600, Epsilon: 0.0100, Buffer: 100000
Episode 114000/500000, Total Reward: 10161, Epsilon: 0.0100, Buffer: 100000
Episode 115000/500000, Total Reward: 5953, Epsilon: 0.0100, Buffer: 100000
Episode 116000/500000, Total Reward: 6244, Epsilon: 0.0100, Buffer: 100000
