
--- Run started 2026-02-02 03:39:21 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 37789, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 43626, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 42330, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 43876, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 46793, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 37977, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 48076, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 47940, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 43416, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 39853, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 52229, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 43805, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 44125, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 35914, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 42674, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 45625, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 47356, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 39005, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 43636, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 44477, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: -11, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 44737, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 41416, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 45990, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 46245, Epsilon: 0.0100, Buffer: 100000
