
--- Run started 2026-02-03 10:50:40 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 34739, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 36269, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 33640, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 31226, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 39545, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 36890, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 36365, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 32543, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 27468, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 25820, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 27406, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 33439, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 34710, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 30267, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 32113, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 34058, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 31280, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 29861, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 35131, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 26444, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 34933, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 26306, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 32899, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 34746, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 35392, Epsilon: 0.0100, Buffer: 100000
Episode 26000/500000, Total Reward: 36063, Epsilon: 0.0100, Buffer: 100000
Episode 27000/500000, Total Reward: 33776, Epsilon: 0.0100, Buffer: 100000
Episode 28000/500000, Total Reward: 29780, Epsilon: 0.0100, Buffer: 100000
Episode 29000/500000, Total Reward: 32560, Epsilon: 0.0100, Buffer: 100000
Episode 30000/500000, Total Reward: 35529, Epsilon: 0.0100, Buffer: 100000
Episode 31000/500000, Total Reward: 36018, Epsilon: 0.0100, Buffer: 100000
Episode 32000/500000, Total Reward: 25467, Epsilon: 0.0100, Buffer: 100000
Episode 33000/500000, Total Reward: 32206, Epsilon: 0.0100, Buffer: 100000
Episode 34000/500000, Total Reward: 33050, Epsilon: 0.0100, Buffer: 100000
Episode 35000/500000, Total Reward: 20441, Epsilon: 0.0100, Buffer: 100000
Episode 36000/500000, Total Reward: 29117, Epsilon: 0.0100, Buffer: 100000
Episode 37000/500000, Total Reward: 33769, Epsilon: 0.0100, Buffer: 100000
Episode 38000/500000, Total Reward: 35845, Epsilon: 0.0100, Buffer: 100000
Episode 39000/500000, Total Reward: 32533, Epsilon: 0.0100, Buffer: 100000
Episode 40000/500000, Total Reward: 35560, Epsilon: 0.0100, Buffer: 100000
Episode 41000/500000, Total Reward: 33820, Epsilon: 0.0100, Buffer: 100000
Episode 42000/500000, Total Reward: 30053, Epsilon: 0.0100, Buffer: 100000
Episode 43000/500000, Total Reward: 25667, Epsilon: 0.0100, Buffer: 100000
Episode 44000/500000, Total Reward: 31354, Epsilon: 0.0100, Buffer: 100000
Episode 45000/500000, Total Reward: 28733, Epsilon: 0.0100, Buffer: 100000
Episode 46000/500000, Total Reward: 38755, Epsilon: 0.0100, Buffer: 100000
Episode 47000/500000, Total Reward: 25070, Epsilon: 0.0100, Buffer: 100000
Episode 48000/500000, Total Reward: 28935, Epsilon: 0.0100, Buffer: 100000
Episode 49000/500000, Total Reward: 34523, Epsilon: 0.0100, Buffer: 100000
Episode 50000/500000, Total Reward: 29141, Epsilon: 0.0100, Buffer: 100000
Episode 51000/500000, Total Reward: 12409, Epsilon: 0.0100, Buffer: 100000
