
--- Run started 2026-02-05 22:53:29 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 6453, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 11272, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 7461, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 2936, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 45, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: -4073, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 1590, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 6332, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 8988, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 14194, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 1008, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 11224, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 3923, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 12401, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 7514, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 1637, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 15350, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 16478, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: -7560, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 15857, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 16537, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 14256, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 23709, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 6074, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 12878, Epsilon: 0.0100, Buffer: 100000
Episode 26000/500000, Total Reward: 7902, Epsilon: 0.0100, Buffer: 100000
Episode 27000/500000, Total Reward: 14513, Epsilon: 0.0100, Buffer: 100000
Episode 28000/500000, Total Reward: 5728, Epsilon: 0.0100, Buffer: 100000
Episode 29000/500000, Total Reward: 8202, Epsilon: 0.0100, Buffer: 100000
Episode 30000/500000, Total Reward: 9974, Epsilon: 0.0100, Buffer: 100000
Episode 31000/500000, Total Reward: 11299, Epsilon: 0.0100, Buffer: 100000
Episode 32000/500000, Total Reward: 11672, Epsilon: 0.0100, Buffer: 100000
Episode 33000/500000, Total Reward: 7539, Epsilon: 0.0100, Buffer: 100000
Episode 34000/500000, Total Reward: 7284, Epsilon: 0.0100, Buffer: 100000
Episode 35000/500000, Total Reward: 3547, Epsilon: 0.0100, Buffer: 100000
Episode 36000/500000, Total Reward: 6526, Epsilon: 0.0100, Buffer: 100000
Episode 37000/500000, Total Reward: 20731, Epsilon: 0.0100, Buffer: 100000
Episode 38000/500000, Total Reward: 2079, Epsilon: 0.0100, Buffer: 100000
Episode 39000/500000, Total Reward: 18005, Epsilon: 0.0100, Buffer: 100000
Episode 40000/500000, Total Reward: -69, Epsilon: 0.0100, Buffer: 100000
Episode 41000/500000, Total Reward: 17396, Epsilon: 0.0100, Buffer: 100000
Episode 42000/500000, Total Reward: 13657, Epsilon: 0.0100, Buffer: 100000
Episode 43000/500000, Total Reward: 15674, Epsilon: 0.0100, Buffer: 100000
Episode 44000/500000, Total Reward: 2002, Epsilon: 0.0100, Buffer: 100000
Episode 45000/500000, Total Reward: 4942, Epsilon: 0.0100, Buffer: 100000
Episode 46000/500000, Total Reward: 16906, Epsilon: 0.0100, Buffer: 100000
Episode 47000/500000, Total Reward: -119, Epsilon: 0.0100, Buffer: 100000
Episode 48000/500000, Total Reward: 9543, Epsilon: 0.0100, Buffer: 100000
Episode 49000/500000, Total Reward: -2572, Epsilon: 0.0100, Buffer: 100000
Episode 50000/500000, Total Reward: 7518, Epsilon: 0.0100, Buffer: 100000
Episode 51000/500000, Total Reward: 10884, Epsilon: 0.0100, Buffer: 100000
Episode 52000/500000, Total Reward: 14850, Epsilon: 0.0100, Buffer: 100000
Episode 53000/500000, Total Reward: 15065, Epsilon: 0.0100, Buffer: 100000
Episode 54000/500000, Total Reward: 672, Epsilon: 0.0100, Buffer: 100000
Episode 55000/500000, Total Reward: 13054, Epsilon: 0.0100, Buffer: 100000
Episode 56000/500000, Total Reward: 12456, Epsilon: 0.0100, Buffer: 100000
Episode 57000/500000, Total Reward: -7157, Epsilon: 0.0100, Buffer: 100000
Episode 58000/500000, Total Reward: 16742, Epsilon: 0.0100, Buffer: 100000
Episode 59000/500000, Total Reward: -3217, Epsilon: 0.0100, Buffer: 100000
Episode 60000/500000, Total Reward: 20369, Epsilon: 0.0100, Buffer: 100000
Episode 61000/500000, Total Reward: 12406, Epsilon: 0.0100, Buffer: 100000
Episode 62000/500000, Total Reward: 6922, Epsilon: 0.0100, Buffer: 100000
Episode 63000/500000, Total Reward: -2341, Epsilon: 0.0100, Buffer: 100000
Episode 64000/500000, Total Reward: 7077, Epsilon: 0.0100, Buffer: 100000
Episode 65000/500000, Total Reward: 3153, Epsilon: 0.0100, Buffer: 100000
Episode 66000/500000, Total Reward: -1312, Epsilon: 0.0100, Buffer: 100000
Episode 67000/500000, Total Reward: 3008, Epsilon: 0.0100, Buffer: 100000
Episode 68000/500000, Total Reward: 5777, Epsilon: 0.0100, Buffer: 100000
Episode 69000/500000, Total Reward: 1361, Epsilon: 0.0100, Buffer: 100000
Episode 70000/500000, Total Reward: 3569, Epsilon: 0.0100, Buffer: 100000
Episode 71000/500000, Total Reward: 15968, Epsilon: 0.0100, Buffer: 100000
Episode 72000/500000, Total Reward: 6687, Epsilon: 0.0100, Buffer: 100000
Episode 73000/500000, Total Reward: 14932, Epsilon: 0.0100, Buffer: 100000
Episode 74000/500000, Total Reward: 16348, Epsilon: 0.0100, Buffer: 100000
Episode 75000/500000, Total Reward: -10390, Epsilon: 0.0100, Buffer: 100000
Episode 76000/500000, Total Reward: 3767, Epsilon: 0.0100, Buffer: 100000
Episode 77000/500000, Total Reward: 12956, Epsilon: 0.0100, Buffer: 100000
Episode 78000/500000, Total Reward: 3452, Epsilon: 0.0100, Buffer: 100000
Episode 79000/500000, Total Reward: 8451, Epsilon: 0.0100, Buffer: 100000
Episode 80000/500000, Total Reward: 18633, Epsilon: 0.0100, Buffer: 100000
