
--- Run started 2026-02-02 03:53:44 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 40321, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 48058, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 50399, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 45581, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 46407, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 38337, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 41937, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 4734, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 47357, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 48913, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 40569, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 52162, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 54617, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 54187, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 50052, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 41340, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 43877, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 50034, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 61628, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 59175, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 52136, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 45359, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 33014, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 57597, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 28540, Epsilon: 0.0100, Buffer: 100000
Episode 26000/500000, Total Reward: 54124, Epsilon: 0.0100, Buffer: 100000
Episode 27000/500000, Total Reward: 45231, Epsilon: 0.0100, Buffer: 100000
Episode 28000/500000, Total Reward: 52072, Epsilon: 0.0100, Buffer: 100000
Episode 29000/500000, Total Reward: 50313, Epsilon: 0.0100, Buffer: 100000
Episode 30000/500000, Total Reward: 39815, Epsilon: 0.0100, Buffer: 100000
Episode 31000/500000, Total Reward: 34712, Epsilon: 0.0100, Buffer: 100000
Episode 32000/500000, Total Reward: 47694, Epsilon: 0.0100, Buffer: 100000
Episode 33000/500000, Total Reward: 44092, Epsilon: 0.0100, Buffer: 100000
Episode 34000/500000, Total Reward: 51180, Epsilon: 0.0100, Buffer: 100000
Episode 35000/500000, Total Reward: 56022, Epsilon: 0.0100, Buffer: 100000
Episode 36000/500000, Total Reward: 45844, Epsilon: 0.0100, Buffer: 100000
Episode 37000/500000, Total Reward: 47910, Epsilon: 0.0100, Buffer: 100000
Episode 38000/500000, Total Reward: 49356, Epsilon: 0.0100, Buffer: 100000
Episode 39000/500000, Total Reward: 40717, Epsilon: 0.0100, Buffer: 100000
Episode 40000/500000, Total Reward: 55210, Epsilon: 0.0100, Buffer: 100000
Episode 41000/500000, Total Reward: 53673, Epsilon: 0.0100, Buffer: 100000
Episode 42000/500000, Total Reward: 52503, Epsilon: 0.0100, Buffer: 100000
Episode 43000/500000, Total Reward: 42773, Epsilon: 0.0100, Buffer: 100000
Episode 44000/500000, Total Reward: 42025, Epsilon: 0.0100, Buffer: 100000
Episode 45000/500000, Total Reward: 36121, Epsilon: 0.0100, Buffer: 100000
Episode 46000/500000, Total Reward: 47139, Epsilon: 0.0100, Buffer: 100000
Episode 47000/500000, Total Reward: 34284, Epsilon: 0.0100, Buffer: 100000
Episode 48000/500000, Total Reward: 47891, Epsilon: 0.0100, Buffer: 100000
