
--- Run started 2026-02-04 17:51:48 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 76000/500000, Total Reward: 56664, Epsilon: 0.0100, Buffer: 100000
Episode 77000/500000, Total Reward: 50160, Epsilon: 0.0100, Buffer: 100000
Episode 78000/500000, Total Reward: 44107, Epsilon: 0.0100, Buffer: 100000
Episode 79000/500000, Total Reward: 57001, Epsilon: 0.0100, Buffer: 100000
Episode 80000/500000, Total Reward: 47732, Epsilon: 0.0100, Buffer: 100000
Episode 81000/500000, Total Reward: 51363, Epsilon: 0.0100, Buffer: 100000
Episode 82000/500000, Total Reward: 40111, Epsilon: 0.0100, Buffer: 100000
Episode 83000/500000, Total Reward: 51438, Epsilon: 0.0100, Buffer: 100000
Episode 84000/500000, Total Reward: 35866, Epsilon: 0.0100, Buffer: 100000
Episode 85000/500000, Total Reward: 47919, Epsilon: 0.0100, Buffer: 100000
Episode 86000/500000, Total Reward: 57804, Epsilon: 0.0100, Buffer: 100000
Episode 87000/500000, Total Reward: 47326, Epsilon: 0.0100, Buffer: 100000
Episode 88000/500000, Total Reward: 55233, Epsilon: 0.0100, Buffer: 100000
Episode 89000/500000, Total Reward: 22042, Epsilon: 0.0100, Buffer: 100000
Episode 90000/500000, Total Reward: 40595, Epsilon: 0.0100, Buffer: 100000
Episode 91000/500000, Total Reward: 46185, Epsilon: 0.0100, Buffer: 100000
Episode 92000/500000, Total Reward: 40167, Epsilon: 0.0100, Buffer: 100000
Episode 93000/500000, Total Reward: 49570, Epsilon: 0.0100, Buffer: 100000
Episode 94000/500000, Total Reward: -78, Epsilon: 0.0100, Buffer: 100000
Episode 95000/500000, Total Reward: 41757, Epsilon: 0.0100, Buffer: 100000
Episode 96000/500000, Total Reward: 41790, Epsilon: 0.0100, Buffer: 100000
Episode 97000/500000, Total Reward: 52152, Epsilon: 0.0100, Buffer: 100000
Episode 98000/500000, Total Reward: 48985, Epsilon: 0.0100, Buffer: 100000
Episode 99000/500000, Total Reward: 45092, Epsilon: 0.0100, Buffer: 100000
