
--- Run started 2026-02-04 17:50:29 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 32440, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 31084, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 27892, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 35102, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 27480, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 24543, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 33999, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 33951, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 37719, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 31639, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 34144, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 39626, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 35972, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 15396, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 36332, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 30632, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 27797, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 37021, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 25707, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 22447, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 34661, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 30494, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 29896, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 33335, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 37372, Epsilon: 0.0100, Buffer: 100000
Episode 26000/500000, Total Reward: 31537, Epsilon: 0.0100, Buffer: 100000
Episode 27000/500000, Total Reward: 36736, Epsilon: 0.0100, Buffer: 100000
Episode 28000/500000, Total Reward: 28187, Epsilon: 0.0100, Buffer: 100000
Episode 29000/500000, Total Reward: 31788, Epsilon: 0.0100, Buffer: 100000
Episode 30000/500000, Total Reward: 35688, Epsilon: 0.0100, Buffer: 100000
Episode 31000/500000, Total Reward: 41157, Epsilon: 0.0100, Buffer: 100000
Episode 32000/500000, Total Reward: 35380, Epsilon: 0.0100, Buffer: 100000
Episode 33000/500000, Total Reward: 34872, Epsilon: 0.0100, Buffer: 100000
Episode 34000/500000, Total Reward: 34844, Epsilon: 0.0100, Buffer: 100000
Episode 35000/500000, Total Reward: 37130, Epsilon: 0.0100, Buffer: 100000
Episode 36000/500000, Total Reward: 36208, Epsilon: 0.0100, Buffer: 100000
Episode 37000/500000, Total Reward: 32740, Epsilon: 0.0100, Buffer: 100000
Episode 38000/500000, Total Reward: 26206, Epsilon: 0.0100, Buffer: 100000
Episode 39000/500000, Total Reward: 36086, Epsilon: 0.0100, Buffer: 100000
Episode 40000/500000, Total Reward: 31782, Epsilon: 0.0100, Buffer: 100000
