
--- Run started 2026-02-03 09:42:46 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 11774, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: -112, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 8781, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 3171, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 4539, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 5267, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 10749, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 6206, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 8166, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 8735, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 6395, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 9052, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 4328, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 2833, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 6598, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 6292, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 7926, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 6049, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 6867, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 9841, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 11174, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 7450, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 8606, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 4872, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 5589, Epsilon: 0.0100, Buffer: 100000
