
--- Run started 2026-01-31 21:04:57 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 42732, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 37523, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 48731, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 46063, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 42758, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 41298, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 43468, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 44749, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 41354, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 43510, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 35824, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 46253, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 43585, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 46031, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 40554, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 46689, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 40113, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 50248, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 41650, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 45914, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 44376, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 46325, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 48598, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 47192, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 42776, Epsilon: 0.0100, Buffer: 100000
Episode 26000/500000, Total Reward: 40881, Epsilon: 0.0100, Buffer: 100000
