
--- Run started 2026-02-02 03:36:14 ---

======================================================================
CREATING NEW MODEL
======================================================================

Starting fresh with epsilon: 1.0000
======================================================================

Starting DQN training for 500000 episodes...
Episode 1000/500000, Total Reward: 31481, Epsilon: 0.0100, Buffer: 100000
Episode 2000/500000, Total Reward: 33386, Epsilon: 0.0100, Buffer: 100000
Episode 3000/500000, Total Reward: 31490, Epsilon: 0.0100, Buffer: 100000
Episode 4000/500000, Total Reward: 31600, Epsilon: 0.0100, Buffer: 100000
Episode 5000/500000, Total Reward: 34410, Epsilon: 0.0100, Buffer: 100000
Episode 6000/500000, Total Reward: 28756, Epsilon: 0.0100, Buffer: 100000
Episode 7000/500000, Total Reward: 31931, Epsilon: 0.0100, Buffer: 100000
Episode 8000/500000, Total Reward: 32514, Epsilon: 0.0100, Buffer: 100000
Episode 9000/500000, Total Reward: 32921, Epsilon: 0.0100, Buffer: 100000
Episode 10000/500000, Total Reward: 31892, Epsilon: 0.0100, Buffer: 100000
Episode 11000/500000, Total Reward: 36029, Epsilon: 0.0100, Buffer: 100000
Episode 12000/500000, Total Reward: 28012, Epsilon: 0.0100, Buffer: 100000
Episode 13000/500000, Total Reward: 36503, Epsilon: 0.0100, Buffer: 100000
Episode 14000/500000, Total Reward: 29747, Epsilon: 0.0100, Buffer: 100000
Episode 15000/500000, Total Reward: 19702, Epsilon: 0.0100, Buffer: 100000
Episode 16000/500000, Total Reward: 38494, Epsilon: 0.0100, Buffer: 100000
Episode 17000/500000, Total Reward: 37628, Epsilon: 0.0100, Buffer: 100000
Episode 18000/500000, Total Reward: 31050, Epsilon: 0.0100, Buffer: 100000
Episode 19000/500000, Total Reward: 39153, Epsilon: 0.0100, Buffer: 100000
Episode 20000/500000, Total Reward: 35251, Epsilon: 0.0100, Buffer: 100000
Episode 21000/500000, Total Reward: 31211, Epsilon: 0.0100, Buffer: 100000
Episode 22000/500000, Total Reward: 40629, Epsilon: 0.0100, Buffer: 100000
Episode 23000/500000, Total Reward: 29469, Epsilon: 0.0100, Buffer: 100000
Episode 24000/500000, Total Reward: 38897, Epsilon: 0.0100, Buffer: 100000
Episode 25000/500000, Total Reward: 29840, Epsilon: 0.0100, Buffer: 100000
Episode 26000/500000, Total Reward: 36386, Epsilon: 0.0100, Buffer: 100000
Episode 27000/500000, Total Reward: 23281, Epsilon: 0.0100, Buffer: 100000
Episode 28000/500000, Total Reward: 34704, Epsilon: 0.0100, Buffer: 100000
Episode 29000/500000, Total Reward: 34419, Epsilon: 0.0100, Buffer: 100000
Episode 30000/500000, Total Reward: 27287, Epsilon: 0.0100, Buffer: 100000
Episode 31000/500000, Total Reward: 34571, Epsilon: 0.0100, Buffer: 100000
Episode 32000/500000, Total Reward: 28578, Epsilon: 0.0100, Buffer: 100000
Episode 33000/500000, Total Reward: 30285, Epsilon: 0.0100, Buffer: 100000
Episode 34000/500000, Total Reward: 28182, Epsilon: 0.0100, Buffer: 100000
Episode 35000/500000, Total Reward: 40735, Epsilon: 0.0100, Buffer: 100000
Episode 36000/500000, Total Reward: 36406, Epsilon: 0.0100, Buffer: 100000
Episode 37000/500000, Total Reward: 18912, Epsilon: 0.0100, Buffer: 100000
Episode 38000/500000, Total Reward: 24984, Epsilon: 0.0100, Buffer: 100000
Episode 39000/500000, Total Reward: 27679, Epsilon: 0.0100, Buffer: 100000
Episode 40000/500000, Total Reward: 34434, Epsilon: 0.0100, Buffer: 100000
Episode 41000/500000, Total Reward: 35271, Epsilon: 0.0100, Buffer: 100000
Episode 42000/500000, Total Reward: 30457, Epsilon: 0.0100, Buffer: 100000
Episode 43000/500000, Total Reward: 27274, Epsilon: 0.0100, Buffer: 100000
Episode 44000/500000, Total Reward: 36357, Epsilon: 0.0100, Buffer: 100000
Episode 45000/500000, Total Reward: 43724, Epsilon: 0.0100, Buffer: 100000
Episode 46000/500000, Total Reward: 23592, Epsilon: 0.0100, Buffer: 100000
Episode 47000/500000, Total Reward: 35189, Epsilon: 0.0100, Buffer: 100000
Episode 48000/500000, Total Reward: 32431, Epsilon: 0.0100, Buffer: 100000
Episode 49000/500000, Total Reward: 36609, Epsilon: 0.0100, Buffer: 100000
Episode 50000/500000, Total Reward: 35905, Epsilon: 0.0100, Buffer: 100000
Episode 51000/500000, Total Reward: 32078, Epsilon: 0.0100, Buffer: 100000
Episode 52000/500000, Total Reward: 34589, Epsilon: 0.0100, Buffer: 100000
Episode 53000/500000, Total Reward: 31946, Epsilon: 0.0100, Buffer: 100000
Episode 54000/500000, Total Reward: 34810, Epsilon: 0.0100, Buffer: 100000
Episode 55000/500000, Total Reward: 20432, Epsilon: 0.0100, Buffer: 100000
Episode 56000/500000, Total Reward: 36550, Epsilon: 0.0100, Buffer: 100000
Episode 57000/500000, Total Reward: 37141, Epsilon: 0.0100, Buffer: 100000
Episode 58000/500000, Total Reward: 35294, Epsilon: 0.0100, Buffer: 100000
Episode 59000/500000, Total Reward: 28377, Epsilon: 0.0100, Buffer: 100000
Episode 60000/500000, Total Reward: 25091, Epsilon: 0.0100, Buffer: 100000
Episode 61000/500000, Total Reward: 33917, Epsilon: 0.0100, Buffer: 100000
Episode 62000/500000, Total Reward: 33966, Epsilon: 0.0100, Buffer: 100000
Episode 63000/500000, Total Reward: 34361, Epsilon: 0.0100, Buffer: 100000
Episode 64000/500000, Total Reward: 32963, Epsilon: 0.0100, Buffer: 100000
Episode 65000/500000, Total Reward: 41849, Epsilon: 0.0100, Buffer: 100000
Episode 66000/500000, Total Reward: 35605, Epsilon: 0.0100, Buffer: 100000
Episode 67000/500000, Total Reward: 28904, Epsilon: 0.0100, Buffer: 100000
Episode 68000/500000, Total Reward: 42820, Epsilon: 0.0100, Buffer: 100000
