scenario,metric,parity,mean,std_across_seeds,se_across_seeds
2025,parity_annual_rate_voluntary,4,0.33794308544086193,,0.007631015788019114
2025,parity_annual_rate_death,4,0.045176530740607214,,0.003115706998813028
2025,parity_annual_rate_involuntary,4,0.0,,0.0
2025,parity_annual_rate_total,5,0.42698770164171157,,0.012479436870064937
2025,parity_annual_rate_voluntary,5,0.37902624809565255,,0.014949292236354876
2025,parity_annual_rate_death,5,0.047961453546058984,,0.00336278878088401
2025,parity_annual_rate_involuntary,5,0.0,,0.0
2025,parity_annual_rate_total,6,0.5357807900201399,,0.015535339765119166
2025,parity_annual_rate_voluntary,6,0.4723630937790525,,0.015466611346031344
2025,parity_annual_rate_death,6,0.06341769624108735,,0.00429516851517978
2025,parity_annual_rate_involuntary,6,0.0,,0.0
2025,parity_annual_rate_total,7,0.700345184977101,,0.03552627592435148
2025,parity_annual_rate_voluntary,7,0.6363182173001525,,0.032760733958426574
2025,parity_annual_rate_death,7,0.06402696767694846,,0.004210930250433832
2025,parity_annual_rate_involuntary,7,0.0,,0.0
2025,parity_annual_rate_total,8,1.0182392088588244,,0.05787690705954403
2025,parity_annual_rate_voluntary,8,0.9545858693165286,,0.05532110611934854
2025,parity_annual_rate_death,8,0.06365333954229568,,0.01074006573046635
2025,parity_annual_rate_involuntary,8,0.0,,0.0
2025,parity_annual_rate_total,9,1.6378565440837352,,0.1382687967033845
2025,parity_annual_rate_voluntary,9,1.5773407785625906,,0.1379446542398538
2025,parity_annual_rate_death,9,0.060515765521144724,,0.009615744885651291
2025,parity_annual_rate_involuntary,9,0.0,,0.0
2025,parity_annual_rate_total,10,2.3762314726585516,,0.20066996849570706
2025,parity_annual_rate_voluntary,10,2.326835346352224,,0.18969823700201102
2025,parity_annual_rate_death,10,0.04939612630632738,,0.017060479116441662
2025,parity_annual_rate_involuntary,10,0.0,,0.0
2025,parity_annual_rate_total,11,4.410984823789802,,0.3517541506867967
2025,parity_annual_rate_voluntary,11,4.366220778698656,,0.3499650040539179
2025,parity_annual_rate_death,11,0.0447640450911463,,0.01949428370941602
2025,parity_annual_rate_involuntary,11,0.0,,0.0
2025,parity_annual_rate_total,12,6.554615630896012,,0.40701895914044034
2025,parity_annual_rate_voluntary,12,5.9040292025314285,,0.4337837190164561
2025,parity_annual_rate_death,12,0.02788828611613422,,0.017191227377885893
2025,parity_annual_rate_involuntary,12,0.6226981422484499,,0.07745740312774606
OG,overall_reward,all,58319.41965198352,154.99891388663974,69.31762157783251
OG,overall_discounted,all,5832.490633808421,24.70391586738239,11.04792703798054
OG,annualized_reward,all,3887.9613101322343,10.333260925775983,4.621174771855501
OG,parity_reward,0,58469.04361599563,208.71661706294393,93.34090875730702
OG,parity_discounted,0,6288.905862968746,11.371886153539306,5.085662094340499
OG,parity_reward,1,58622.55033797346,149.47001283392387,66.84502185888395
OG,parity_discounted,1,6585.032505997229,33.99926612431801,15.204934047816177
OG,parity_reward,2,59078.27114569093,71.01545177367335,31.759075523758323
OG,parity_discounted,2,7013.3450129270495,28.543713497140658,12.765136741976951
OG,parity_reward,3,59579.220446772386,103.1633583962889,46.13605643225513
OG,parity_discounted,3,7210.079618902679,38.354330476965494,17.152578035597354
OG,parity_reward,4,59648.14287908338,182.48396307420543,81.60930924749697
OG,parity_discounted,4,7309.750867129827,48.283230647997016,21.59291718044451
OG,parity_reward,5,59409.5207594765,123.56921761580622,55.26183410308144
OG,parity_discounted,5,7253.9855053529855,48.702216225355066,21.78029322695743
OG,parity_reward,6,59003.42472121378,141.73168378747664,63.38433590286052
OG,parity_discounted,6,7087.161089645607,27.128181614201853,12.132091639063063
OG,parity_reward,7,58913.49150223859,267.7609260943788,119.74632649306565
OG,parity_discounted,7,6954.847766073693,26.81956032289916,11.994072001731746
OG,parity_reward,8,58753.22220229446,218.24840928154123,97.60365582694445
OG,parity_discounted,8,6739.490644574343,45.187842652272586,20.20861758540918
OG,parity_reward,9,58767.65208291666,190.52021138008482,85.20322874669974
OG,parity_discounted,9,6524.687364623597,71.17493640405702,31.830399218739185
OG,parity_reward,10,58922.3346711961,175.02063694206979,78.27160833355579
OG,parity_discounted,10,6285.793332067707,84.9339114484083,37.983599918717715
OG,parity_reward,11,58569.52089724699,84.45473969892858,37.769307797770885
OG,parity_discounted,11,6059.335285844584,102.94884070379211,46.04012120369529
OG,parity_reward,12,58384.98329326893,159.35143959474692,71.26413024926113
OG,parity_discounted,12,5887.538944822418,89.78145386875448,40.1514867938593
OG,parity_fraction,0,0.021655555555555556,,0.00013654692134352592
OG,replacement_fraction,0,0.039788143351874694,,0.009933963999703409
OG,parity_fraction,1,0.26041,,0.002023151038221518
OG,replacement_fraction,1,0.14210009683803743,,0.007411675693118444
OG,parity_fraction,2,0.2076,,0.0016262649397687286
OG,replacement_fraction,2,0.15350251585257876,,0.0032679189381379387
OG,parity_fraction,3,0.15844555555555556,,0.001241088480844114
OG,replacement_fraction,3,0.13149454204280392,,0.0029617708842912954
OG,parity_fraction,4,0.11754777777777778,,0.000915599715763484
