parity,mac,mip,cm,V,Q_keep,Q_replace,cow_value,action
3,11,7,0,1833.52,1833.52,985.64,847.88,keep
3,11,7,1,1611.52,1611.52,1003.03,608.50,keep
3,11,8,0,1872.36,1872.36,1075.40,796.96,keep
3,11,8,1,1734.06,1734.06,1044.32,689.74,keep
3,12,0,0,998.16,998.16,993.96,4.20,keep
3,12,0,1,1006.85,831.09,1006.85,-175.76,replace
3,12,2,0,1390.87,1390.87,993.96,396.91,keep
3,12,2,1,1155.13,1155.13,1006.85,148.29,keep
3,12,3,0,1486.13,1486.13,993.96,492.18,keep
3,12,3,1,1249.91,1249.91,1006.85,243.07,keep
3,12,4,0,1578.17,1578.17,993.96,584.21,keep
3,12,4,1,1341.71,1341.71,1006.85,334.86,keep
3,12,5,0,1665.37,1665.37,993.96,671.41,keep
3,12,5,1,1429.62,1429.62,1006.85,422.77,keep
