parity,mac,mip,cm,V,Q_keep,Q_replace,cow_value,action
2,8,2,1,7024.10,7024.10,6021.43,1002.66,keep
2,8,3,0,7646.39,7646.39,6110.52,1535.87,keep
2,8,3,1,7186.76,7186.76,6021.43,1165.32,keep
2,8,4,0,7796.99,7796.99,6110.52,1686.47,keep
2,8,4,1,7337.94,7337.94,6021.43,1316.50,keep
2,8,5,0,7931.60,7931.60,6110.52,1821.09,keep
2,8,5,1,7476.43,7476.43,6021.43,1455.00,keep
2,9,0,0,6308.72,6308.72,6116.07,192.66,keep
2,9,0,1,6023.97,5902.08,6023.97,-121.89,replace
2,9,1,0,7138.46,7138.46,6116.07,1022.39,keep
2,9,1,1,6706.35,6706.35,6023.97,682.39,keep
2,9,2,0,7327.31,7327.31,6116.07,1211.24,keep
2,9,2,1,6894.47,6894.47,6023.97,870.51,keep
2,9,3,0,7509.16,7509.16,6116.07,1393.09,keep
2,9,3,1,7075.83,7075.83,6023.97,1051.87,keep
2,9,4,0,7681.14,7681.14,6116.07,1565.07,keep
2,9,4,1,7248.17,7248.17,6023.97,1224.21,keep
2,9,5,0,7839.93,7839.93,6116.07,1723.86,keep
2,9,5,1,7410.30,7410.30,6023.97,1386.34,keep
2,9,6,0,7981.58,7981.58,6116.07,1865.51,keep
2,9,6,1,7565.95,7565.95,6023.97,1541.98,keep
2,10,0,0,6189.66,6189.66,6121.44,68.22,keep
2,10,0,1,6026.43,5829.56,6026.43,-196.87,replace
2,10,1,0,6976.42,6976.42,6121.44,854.98,keep
2,10,1,1,6569.60,6569.60,6026.43,543.17,keep
2,10,2,0,7180.49,7180.49,6121.44,1059.04,keep
2,10,2,1,6772.86,6772.86,6026.43,746.43,keep
2,10,3,0,7379.74,7379.74,6121.44,1258.30,keep
2,10,3,1,6971.52,6971.52,6026.43,945.09,keep
2,10,4,0,7571.58,7571.58,6121.44,1450.14,keep
2,10,4,1,7163.52,7163.52,6026.43,1137.09,keep
2,10,5,0,7752.95,7752.95,6121.44,1631.50,keep
2,10,5,1,7347.71,7347.71,6026.43,1321.28,keep
2,10,6,0,7920.14,7920.14,6121.44,1798.70,keep
2,10,6,1,7527.34,7527.34,6026.43,1500.91,keep
2,10,7,0,8068.30,8068.30,6121.44,1946.85,keep
2,10,7,1,7722.73,7722.73,6026.43,1696.31,keep
2,11,0,0,6126.55,6088.43,6126.55,-38.13,replace
2,11,0,1,6028.77,5787.35,6028.77,-241.42,replace
2,11,1,0,6825.22,6825.22,6126.55,698.66,keep
2,11,1,1,6442.28,6442.28,6028.77,413.51,keep
2,11,2,0,7043.28,7043.28,6126.55,916.72,keep
2,11,2,1,6659.46,6659.46,6028.77,630.69,keep
2,11,3,0,7258.59,7258.59,6126.55,1132.03,keep
2,11,3,1,6874.08,6874.08,6028.77,845.30,keep
2,11,4,0,7468.80,7468.80,6126.55,1342.25,keep
2,11,4,1,7084.26,7084.26,6028.77,1055.49,keep
2,11,5,0,7671.13,7671.13,6126.55,1544.57,keep
2,11,5,1,7288.94,7288.94,6028.77,1260.16,keep
2,11,6,0,7862.17,7862.17,6126.55,1735.62,keep
2,11,6,1,7490.96,7490.96,6028.77,1462.19,keep
2,11,7,0,8037.42,8037.42,6126.55,1910.86,keep
2,11,7,1,7708.57,7708.57,6028.77,1679.80,keep
2,11,8,0,8189.51,8189.51,6183.79,2005.71,keep
2,11,8,1,8016.81,8016.81,6055.10,1961.71,keep
2,12,0,0,6131.36,6063.62,6131.36,-67.75,replace
2,12,0,1,6030.99,5777.50,6030.99,-253.49,replace
2,12,2,0,6915.73,6915.73,6131.36,784.37,keep
2,12,2,1,6554.23,6554.23,6030.99,523.24,keep
2,12,3,0,7145.80,7145.80,6131.36,1014.44,keep
2,12,3,1,6783.52,6783.52,6030.99,752.53,keep
2,12,4,0,7372.96,7372.96,6131.36,1241.59,keep
2,12,4,1,7010.47,7010.47,6030.99,979.48,keep
2,12,5,0,7594.68,7594.68,6131.36,1463.32,keep
2,12,5,1,7234.10,7234.10,6030.99,1203.12,keep
2,12,6,0,7807.88,7807.88,6131.36,1676.52,keep
2,12,6,1,7456.93,7456.93,6030.99,1425.94,keep
2,12,7,0,8008.41,8008.41,6131.36,1877.05,keep
2,12,7,1,7695.27,7695.27,6030.99,1664.28,keep
2,12,8,0,8189.50,8189.50,6183.79,2005.71,keep
2,12,8,1,8016.81,8016.81,6055.10,1961.70,keep
2,12,9,0,8716.01,8716.01,6183.79,2532.22,keep
2,12,9,1,8448.35,8448.35,6055.10,2393.25,keep
2,13,0,0,6135.86,6040.45,6135.86,-95.41,replace
2,13,0,1,6033.05,5768.29,6033.05,-264.76,replace
2,13,3,0,7041.28,7041.28,6135.86,905.42,keep
2,13,3,1,6699.70,6699.70,6033.05,666.65,keep
2,13,4,0,7284.02,7284.02,6135.86,1148.16,keep
2,13,4,1,6942.08,6942.08,6033.05,909.02,keep
2,13,5,0,7523.63,7523.63,6135.86,1387.77,keep
2,13,5,1,7183.19,7183.19,6033.05,1150.14,keep
2,13,6,0,7757.32,7757.32,6135.86,1621.46,keep
2,13,6,1,7425.26,7425.26,6033.05,1392.20,keep
2,13,7,0,7981.34,7981.34,6135.86,1845.48,keep
2,13,7,1,7682.86,7682.86,6033.05,1649.80,keep
2,13,8,0,8189.50,8189.50,6183.79,2005.71,keep
