parity,mac,mip,cm,V,Q_keep,Q_replace,cow_value,action
2,17,8,1,3464.80,3464.80,1887.07,1577.73,keep
2,17,9,0,3941.51,3941.51,2015.76,1925.75,keep
2,17,9,1,3735.48,3735.48,1887.07,1848.40,keep
2,18,0,0,1969.92,1849.31,1969.92,-120.61,replace
2,18,0,1,1865.99,1681.54,1865.99,-184.44,replace
2,18,8,0,3617.51,3617.51,2015.76,1601.74,keep
2,18,8,1,3464.80,3464.80,1887.07,1577.73,keep
2,18,9,0,3941.51,3941.51,2015.76,1925.75,keep
2,18,9,1,3735.48,3735.48,1887.07,1848.40,keep
2,19,0,0,1974.12,1946.36,1974.12,-27.76,replace
2,19,0,1,1867.92,1761.17,1867.92,-106.75,replace
2,19,9,0,3941.51,3941.51,2015.76,1925.75,keep
2,19,9,1,3735.48,3735.48,1887.07,1848.40,keep
2,20,0,0,2087.54,2087.54,1977.97,109.57,keep
2,20,0,1,1909.97,1909.97,1869.69,40.28,keep
3,1,0,0,3066.92,3066.92,2181.83,885.09,keep
3,1,0,1,2689.27,2689.27,2090.07,599.20,keep
3,2,0,0,3014.01,3014.01,2111.72,902.28,keep
3,2,0,1,2606.19,2606.19,2046.13,560.07,keep
3,3,0,0,2941.33,2941.33,2087.39,853.93,keep
3,3,0,1,2501.31,2501.31,2029.80,471.51,keep
3,4,0,0,2767.89,2767.89,2082.65,685.23,keep
3,4,0,1,2342.80,2342.80,2025.36,317.43,keep
3,4,1,0,3269.62,3269.62,2082.65,1186.96,keep
3,4,1,1,2898.10,2898.10,2025.36,872.74,keep
3,5,0,0,2604.79,2604.79,2086.77,518.02,keep
3,5,0,1,2200.78,2200.78,2026.27,174.52,keep
3,5,1,0,3147.61,3147.61,2086.77,1060.84,keep
3,5,1,1,2792.08,2792.08,2026.27,765.82,keep
3,5,2,0,3248.01,3248.01,2086.77,1161.24,keep
3,5,2,1,2891.94,2891.94,2026.27,865.67,keep
3,6,0,0,2458.00,2458.00,2094.78,363.23,keep
3,6,0,1,2087.04,2087.04,2029.51,57.53,keep
3,6,1,0,3029.07,3029.07,2094.78,934.29,keep
3,6,1,1,2690.31,2690.31,2029.51,660.79,keep
3,6,2,0,3141.34,3141.34,2094.78,1046.56,keep
3,6,2,1,2801.96,2801.96,2029.51,772.44,keep
3,6,3,0,3247.38,3247.38,2094.78,1152.60,keep
3,6,3,1,2907.53,2907.53,2029.51,878.02,keep
3,7,0,0,2332.31,2332.31,2104.34,227.97,keep
3,7,0,1,2033.72,2004.34,2033.72,-29.38,replace
3,7,1,0,2915.49,2915.49,2104.34,811.15,keep
3,7,1,1,2593.57,2593.57,2033.72,559.84,keep
3,7,2,0,3038.73,3038.73,2104.34,934.39,keep
3,7,2,1,2716.12,2716.12,2033.72,682.39,keep
3,7,3,0,3157.30,3157.30,2104.34,1052.96,keep
3,7,3,1,2834.14,2834.14,2033.72,800.42,keep
3,7,4,0,3269.28,3269.28,2104.34,1164.94,keep
3,7,4,1,2946.03,2946.03,2033.72,912.31,keep
3,8,0,0,2232.13,2232.13,2114.33,117.80,keep
3,8,0,1,2038.23,1940.78,2038.23,-97.46,replace
3,8,1,0,2807.94,2807.94,2114.33,693.61,keep
3,8,1,1,2502.48,2502.48,2038.23,464.24,keep
3,8,2,0,2941.28,2941.28,2114.33,826.95,keep
3,8,2,1,2635.06,2635.06,2038.23,596.83,keep
3,8,3,0,3071.45,3071.45,2114.33,957.12,keep
3,8,3,1,2764.59,2764.59,2038.23,726.36,keep
3,8,4,0,3196.67,3196.67,2114.33,1082.34,keep
3,8,4,1,2889.58,2889.58,2038.23,851.35,keep
3,8,5,0,3314.85,3314.85,2114.33,1200.52,keep
3,8,5,1,3009.07,3009.07,2038.23,970.84,keep
3,9,0,0,2163.84,2163.84,2124.20,39.65,keep
3,9,0,1,2042.74,1900.33,2042.74,-142.40,replace
3,9,1,0,2707.12,2707.12,2124.20,582.92,keep
3,9,1,1,2417.43,2417.43,2042.74,374.69,keep
3,9,2,0,2849.71,2849.71,2124.20,725.51,keep
3,9,2,1,2559.20,2559.20,2042.74,516.46,keep
3,9,3,0,2990.54,2990.54,2124.20,866.34,keep
3,9,3,1,2699.31,2699.31,2042.74,656.58,keep
3,9,4,0,3128.01,3128.01,2124.20,1003.81,keep
3,9,4,1,2836.43,2836.43,2042.74,793.69,keep
3,9,5,0,3260.19,3260.19,2124.20,1135.99,keep
3,9,5,1,2969.61,2969.61,2042.74,926.88,keep
3,9,6,0,3384.71,3384.71,2124.20,1260.51,keep
3,9,6,1,3100.35,3100.35,2042.74,1057.62,keep
3,10,0,0,2133.66,2130.13,2133.66,-3.52,replace
3,10,0,1,2047.07,1884.32,2047.07,-162.75,replace
3,10,1,0,2613.34,2613.34,2133.66,479.68,keep
3,10,1,1,2338.55,2338.55,2047.07,291.48,keep
3,10,2,0,2764.37,2764.37,2133.66,630.72,keep
3,10,2,1,2488.72,2488.72,2047.07,441.65,keep
3,10,3,0,2914.97,2914.97,2133.66,781.32,keep
3,10,3,1,2638.53,2638.53,2047.07,591.46,keep
3,10,4,0,3063.71,3063.71,2133.66,930.05,keep
3,10,4,1,2786.79,2786.79,2047.07,739.72,keep
3,10,5,0,3208.84,3208.84,2133.66,1075.18,keep
3,10,5,1,2932.64,2932.64,2047.07,885.57,keep
3,10,6,0,3348.17,3348.17,2133.66,1214.52,keep
3,10,6,1,3077.36,3077.36,2047.07,1030.29,keep
3,10,7,0,3478.60,3478.60,2133.66,1344.95,keep
3,10,7,1,3231.22,3231.22,2047.07,1184.15,keep
3,11,0,0,2142.58,2095.89,2142.58,-46.68,replace
3,11,0,1,2051.17,1880.82,2051.17,-170.35,replace
3,11,1,0,2526.66,2526.66,2142.58,384.08,keep
3,11,1,1,2265.82,2265.82,2051.17,214.66,keep
3,11,2,0,2685.38,2685.38,2142.58,542.80,keep
