parity,mac,mip,cm,V,Q_keep,Q_replace,cow_value,action
2,9,1,1,4396.62,4322.92,4396.62,-73.71,replace
2,9,2,0,4805.14,4805.14,4460.38,344.77,keep
2,9,2,1,4450.79,4450.79,4396.62,54.17,keep
2,9,3,0,4941.86,4941.86,4460.38,481.49,keep
2,9,3,1,4587.15,4587.15,4396.62,190.52,keep
2,9,4,0,5071.00,5071.00,4460.38,610.62,keep
2,9,4,1,4716.56,4716.56,4396.62,319.94,keep
2,9,5,0,5190.02,5190.02,4460.38,729.65,keep
2,9,5,1,4838.11,4838.11,4396.62,441.49,keep
2,9,6,0,5295.91,5295.91,4460.38,835.54,keep
2,9,6,1,4954.62,4954.62,4396.62,558.00,keep
2,10,0,0,4467.16,4406.64,4467.16,-60.52,replace
2,10,0,1,4399.73,4147.60,4399.73,-252.13,replace
2,10,1,0,4544.11,4544.11,4467.16,76.94,keep
2,10,1,1,4399.73,4249.07,4399.73,-150.66,replace
2,10,2,0,4693.50,4693.50,4467.16,226.33,keep
2,10,2,1,4399.73,4358.32,4399.73,-41.41,replace
2,10,3,0,4843.45,4843.45,4467.16,376.29,keep
2,10,3,1,4507.83,4507.83,4399.73,108.10,keep
2,10,4,0,4987.68,4987.68,4467.16,520.52,keep
2,10,4,1,4652.19,4652.19,4399.73,252.45,keep
2,10,5,0,5123.87,5123.87,4467.16,656.70,keep
2,10,5,1,4790.51,4790.51,4399.73,390.78,keep
2,10,6,0,5249.18,5249.18,4467.16,782.02,keep
2,10,6,1,4925.26,4925.26,4399.73,525.52,keep
2,10,7,0,5359.93,5359.93,4467.16,892.77,keep
2,10,7,1,5071.80,5071.80,4399.73,672.07,keep
2,11,0,0,4473.62,4418.77,4473.62,-54.85,replace
2,11,0,1,4402.70,4171.34,4402.70,-231.36,replace
2,11,1,0,4473.62,4432.83,4473.62,-40.78,replace
2,11,1,1,4402.70,4180.71,4402.70,-221.99,replace
2,11,2,0,4590.22,4590.22,4473.62,116.60,keep
2,11,2,1,4402.70,4285.54,4402.70,-117.16,replace
2,11,3,0,4751.34,4751.34,4473.62,277.72,keep
2,11,3,1,4433.75,4433.75,4402.70,31.05,keep
2,11,4,0,4909.54,4909.54,4473.62,435.92,keep
2,11,4,1,4591.93,4591.93,4402.70,189.23,keep
2,11,5,0,5061.66,5061.66,4473.62,588.04,keep
2,11,5,1,4745.83,4745.83,4402.70,343.13,keep
2,11,6,0,5205.10,5205.10,4473.62,731.48,keep
2,11,6,1,4897.60,4897.60,4402.70,494.90,keep
2,11,7,0,5336.44,5336.44,4473.62,862.82,keep
2,11,7,1,5061.03,5061.03,4402.70,658.33,keep
2,11,8,0,5450.09,5450.09,4545.92,904.17,keep
2,11,8,1,5293.01,5293.01,4435.96,857.05,keep
2,12,0,0,4479.70,4402.02,4479.70,-77.68,replace
2,12,0,1,4405.49,4165.58,4405.49,-239.91,replace
2,12,2,0,4494.95,4494.95,4479.70,15.25,keep
2,12,2,1,4405.49,4227.48,4405.49,-178.01,replace
2,12,3,0,4665.59,4665.59,4479.70,185.90,keep
2,12,3,1,4405.49,4364.91,4405.49,-40.58,replace
2,12,4,0,4836.67,4836.67,4479.70,356.98,keep
2,12,4,1,4535.83,4535.83,4405.49,130.34,keep
2,12,5,0,5003.54,5003.54,4479.70,523.84,keep
2,12,5,1,4704.14,4704.14,4405.49,298.65,keep
2,12,6,0,5163.83,5163.83,4479.70,684.13,keep
2,12,6,1,4871.72,4871.72,4405.49,466.23,keep
2,12,7,0,5314.39,5314.39,4479.70,834.69,keep
2,12,7,1,5050.92,5050.92,4405.49,645.43,keep
2,12,8,0,5450.08,5450.08,4545.92,904.16,keep
2,12,8,1,5293.00,5293.00,4435.95,857.05,keep
2,12,9,0,5848.29,5848.29,4545.92,1302.37,keep
2,12,9,1,5617.65,5617.65,4435.95,1181.69,keep
2,13,0,0,4485.37,4386.37,4485.37,-99.01,replace
2,13,0,1,4408.10,4160.19,4408.10,-247.91,replace
2,13,3,0,4586.14,4586.14,4485.37,100.76,keep
2,13,3,1,4408.10,4301.19,4408.10,-106.91,replace
2,13,4,0,4769.06,4769.06,4485.37,283.69,keep
2,13,4,1,4483.84,4483.84,4408.10,75.74,keep
2,13,5,0,4949.52,4949.52,4485.37,464.14,keep
2,13,5,1,4665.44,4665.44,4408.10,257.34,keep
2,13,6,0,5125.39,5125.39,4485.37,640.01,keep
2,13,6,1,4847.65,4847.65,4408.10,439.55,keep
2,13,7,0,5293.81,5293.81,4485.37,808.43,keep
2,13,7,1,5041.49,5041.49,4408.10,633.38,keep
2,13,8,0,5450.08,5450.08,4545.92,904.16,keep
2,13,8,1,5293.00,5293.00,4435.95,857.05,keep
2,13,9,0,5848.29,5848.29,4545.92,1302.37,keep
2,13,9,1,5617.65,5617.65,4435.95,1181.69,keep
2,14,0,0,4490.65,4371.81,4490.65,-118.84,replace
2,14,0,1,4410.53,4155.17,4410.53,-255.36,replace
2,14,4,0,4706.55,4706.55,4490.65,215.90,keep
2,14,4,1,4435.83,4435.83,4410.53,25.30,keep
2,14,5,0,4899.52,4899.52,4490.65,408.87,keep
2,14,5,1,4629.65,4629.65,4410.53,219.12,keep
2,14,6,0,5089.75,5089.75,4490.65,599.10,keep
2,14,6,1,4825.34,4825.34,4410.53,414.81,keep
2,14,7,0,5274.69,5274.69,4490.65,784.04,keep
2,14,7,1,5032.72,5032.72,4410.53,622.20,keep
2,14,8,0,5450.08,5450.08,4545.91,904.16,keep
2,14,8,1,5293.00,5293.00,4435.95,857.05,keep
2,14,9,0,5848.29,5848.29,4545.91,1302.37,keep
2,14,9,1,5617.64,5617.64,4435.95,1181.69,keep
2,15,0,0,4495.53,4358.33,4495.53,-137.20,replace
2,15,0,1,4412.77,4150.52,4412.77,-262.26,replace
2,15,5,0,4853.39,4853.39,4495.53,357.85,keep
2,15,5,1,4596.64,4596.64,4412.77,183.87,keep
2,15,6,0,5056.84,5056.84,4495.53,561.30,keep
2,15,6,1,4804.75,4804.75,4412.77,391.97,keep
2,15,7,0,5257.00,5257.00,4495.53,761.47,keep
2,15,7,1,5024.62,5024.62,4412.77,611.85,keep
2,15,8,0,5450.08,5450.08,4545.91,904.16,keep
2,15,8,1,5293.00,5293.00,4435.95,857.05,keep
2,15,9,0,5848.29,5848.29,4545.91,1302.37,keep
2,15,9,1,5617.64,5617.64,4435.95,1181.69,keep
2,16,0,0,4500.03,4345.89,4500.03,-154.15,replace
2,16,0,1,4414.85,4146.22,4414.85,-268.63,replace
2,16,6,0,5026.52,5026.52,4500.03,526.49,keep
2,16,6,1,4785.78,4785.78,4414.85,370.94,keep
2,16,7,0,5240.70,5240.70,4500.03,740.66,keep
2,16,7,1,5017.15,5017.15,4414.85,602.30,keep
2,16,8,0,5450.08,5450.08,4545.91,904.16,keep
2,16,8,1,5293.00,5293.00,4435.95,857.05,keep
2,16,9,0,5848.29,5848.29,4545.91,1302.37,keep
2,16,9,1,5617.64,5617.64,4435.95,1181.69,keep
2,17,0,0,4504.17,4334.44,4504.17,-169.74,replace
2,17,0,1,4416.75,4142.26,4416.75,-274.49,replace
2,17,7,0,5225.70,5225.70,4504.17,721.52,keep
2,17,7,1,5010.27,5010.27,4416.75,593.52,keep
2,17,8,0,5450.08,5450.08,4545.91,904.16,keep
2,17,8,1,5293.00,5293.00,4435.95,857.05,keep
2,17,9,0,5848.29,5848.29,4545.91,1302.37,keep
2,17,9,1,5617.64,5617.64,4435.95,1181.69,keep
2,18,0,0,4507.97,4323.93,4507.97,-184.05,replace
2,18,0,1,4418.50,4138.62,4418.50,-279.88,replace
2,18,8,0,5450.08,5450.08,4545.91,904.16,keep
2,18,8,1,5293.00,5293.00,4435.95,857.05,keep
2,18,9,0,5848.29,5848.29,4545.91,1302.37,keep
2,18,9,1,5617.64,5617.64,4435.95,1181.69,keep
2,19,0,0,4511.45,4444.49,4511.45,-66.96,replace
2,19,0,1,4420.10,4239.42,4420.10,-180.68,replace
2,19,9,0,5848.29,5848.29,4545.91,1302.37,keep
2,19,9,1,5617.64,5617.64,4435.95,1181.69,keep
2,20,0,0,4654.27,4654.27,4514.64,139.63,keep
2,20,0,1,4477.09,4477.09,4421.56,55.52,keep
3,1,0,0,5461.12,5461.12,4689.37,771.75,keep
3,1,0,1,4993.30,4993.30,4609.66,383.64,keep
3,2,0,0,5398.84,5398.84,4631.35,767.48,keep
3,2,0,1,4889.08,4889.08,4573.30,315.78,keep
3,3,0,0,5279.40,5279.40,4611.22,668.18,keep
3,3,0,1,4753.30,4753.30,4559.79,193.51,keep
3,4,0,0,5089.73,5089.73,4607.29,482.43,keep
3,4,0,1,4607.64,4607.64,4556.12,51.53,keep
3,4,1,0,5453.37,5453.37,4607.29,846.08,keep
3,4,1,1,4977.08,4977.08,4556.12,420.97,keep
3,5,0,0,4918.53,4918.53,4610.70,307.83,keep
3,5,0,1,4556.86,4492.51,4556.86,-64.36,replace
3,5,1,0,5279.69,5279.69,4610.70,668.99,keep
3,5,1,1,4825.76,4825.76,4556.86,268.90,keep
3,5,2,0,5371.51,5371.51,4610.70,760.81,keep
3,5,2,1,4917.11,4917.11,4556.86,360.25,keep
3,6,0,0,4778.05,4778.05,4617.33,160.72,keep
3,6,0,1,4559.55,4403.28,4559.55,-156.27,replace
